"Hope College Schedule of Classes"
""
"HOPE COURSE SCHEDULE"
"These are the search criteria you submitted :"
"Term: Spring 2010"
"Subj:   MUS "
"Crse Numb: %"
"Days: Any"
"Time: 0000-2359"
"Status: ANY"
"Attribute: ANY"
""
"SPRING 2010 (201001)"
"Status","Title","Subject","Course Number","Section Number","CRN","Cred","Attr","Meeting Days/Times","","","","","","","","Location","Capacity","Actual","Remainder","WaitList","Instructor","Date","Weeks"
"CLOSED","Piano Class, Beginning","MUS","190","01","10109",2,FA2," ","T"," ","R"," "," "," ","0930-1020","NYKERK 102",14,14,0,0,"Kolean, Lora L.",01/12-05/07,16
"COMPLETED","Piano Class, Beginning","MUS","190","02","10110",2,FA2," ","T"," ","R"," "," "," ","1200-1250","NYKERK 102",14,13,1,0,"Kraft, Roberta D.",01/12-05/07,16
"COMPLETED","Piano Class, Beginning","MUS","190","03","10111",2,FA2," ","T"," ","R"," "," "," ","1300-1350","NYKERK 102",14,11,3,0,"Kraft, Roberta D.",01/12-05/07,16
"CLOSED","Piano Class, Beginning","MUS","190","04","11475",2,FA2," ","T"," ","R"," "," "," ","0830-0920","NYKERK 102",14,14,0,0,"Kolean, Lora L.",01/12-05/07,16
"COMPLETED","Voice Class, Beginning","MUS","192","01","10844",2,FA2," ","T"," ","R"," "," "," ","0930-1020","NYKERK 101",12,9,3,0,"Pilon, Sherri L.",01/12-05/07,16
"CLOSED","Small Group Voice","MUS","195","01","10112",2,FA2," ","T"," ","R"," "," "," ","1200-1250","NYKERK 101",4,4,0,0,"Pilon, Sherri L.",01/12-05/07,16
"CLOSED","Small Group Voice","MUS","195","02","11254",2,FA2,"M"," ","W"," "," "," "," ","1300-1350","NYKERK 101",4,4,0,0,"Pilon, Sherri L.",01/12-05/07,16
"PERMISSION","Small Group Voice","MUS","195","03","11255",2,FA2," ","T"," ","R"," "," "," ","1300-1350","NYKERK 101",4,3,1,0,"Pilon, Sherri L.",01/12-05/07,16
"CLOSED","Small Group Voice","MUS","195","04","11477",2,FA2,"TBA","","","","","","","","TBA",4,4,0,0,"Pilon, Sherri L.",01/12-05/07,16
"COMPLETED","Beginning Keyboard Skills","MUS","198","01","11072",1,"","M"," ","W"," ","F"," "," ","0830-0920","NYKERK 102",14,6,8,0,"Strouf, Linda K.",01/12-05/07,16
"COMPLETED","Beginning Keyboard Skills","MUS","198","02","10113",1,"","M"," ","W"," ","F"," "," ","0930-1020","NYKERK 102",14,11,3,0,"Strouf, Linda K.",01/12-05/07,16
"CLOSED","Eurhythmics I","MUS","201","01","11226",.5,""," ","T"," "," "," "," "," ","0830-0920","NYKERK 116",5,5,0,0,"Aschbrenner, Charles",01/12-05/07,16
"COMPLETED","Eurhythmics II","MUS","202","01","10114",.5,""," "," "," "," ","F"," "," ","1100-1150","NYKERK 116",20,12,8,0,"Aschbrenner, Charles",01/12-05/07,16
"CLOSED","Theory IV","MUS","212","01","10115",4,"","M"," ","W"," ","F"," "," ","0930-1020","NYKERK 101",15,18,-3,0,"Hodson, Robert D.",01/12-05/07,16
"COMPLETED","Aural Skills IV","MUS","214","01","10116",1,"","M"," ","W"," "," "," "," ","0830-0920","NYKERK 100",15,13,2,0,"Wolfe, Jennifer A.",01/12-05/07,16
"COMPLETED","Intermediate Keyboard Skills","MUS","298","01","10117",1,"","M"," ","W"," "," "," "," ","1300-1350","NYKERK 102",14,12,2,0,"Clark, Adam L.",01/12-05/07,16
"COMPLETED","Counterpoint","MUS","315","01","10832",3,""," ","T"," ","R"," "," "," ","1500-1620","NYKERK 101",12,5,7,0,"Lewis, Huw R.",01/12-05/07,16
"COMPLETED","Music Literature Before 1700","MUS","321","01","11075",4,"","M"," ","W"," ","F"," "," ","1100-1150","NYKERK 100",30,17,13,0,"Randel, Julia",01/12-05/07,16
"COMPLETED","Piano Literature II","MUS","332","01","11478",1,"","TBA","","","","","","","","TBA",6,3,3,0,"Le, Andrew C.",01/12-05/07,16
"COMPLETED","String Methods I","MUS","333","01","11448",1,""," ","T"," ","R"," "," "," ","0930-1020","NYKERK 116",10,8,2,0,"Piippo, Richard G.",01/12-05/07,16
"COMPLETED","Organ Pedagogy","MUS","334","01","11449",2,"","TBA","","","","","","","","TBA",10,1,9,0,"Lewis, Huw R.",01/12-05/07,16
"COMPLETED","Diction for Singers I(Italian)","MUS","347","01","10118",1,""," ","T"," "," "," "," "," ","1500-1550","NYKERK 100",20,6,14,0,"Dykstra, Linda L.",01/12-05/07,16
"COMPLETED","Advanced Choral Conducting","MUS","355","01","10833",2,""," ","T"," ","R"," "," "," ","1400-1450","NYKERK 116",12,7,5,0,"Richmond, Brad W.",01/12-05/07,16
"COMPLETED","Adv Instrumental Conducting","MUS","356","01","11080",2,"","M"," ","W"," "," "," "," ","1400-1450","NYKERK 116",12,4,8,0,"Southard, Robert G.",01/12-05/07,16
"COMPLETED","Jazz Theory & Improvisation II","MUS","362","01","11081",3,"","TBA","","","","","","","","TBA",10,2,8,0,"Talaga, Stephen C.",01/12-05/07,16
"COMPLETED","Secondary Choral Methods","MUS","376","01","11495",4,""," ","T"," ","R"," "," "," ","1200-1320","NYKERK 100",10,5,5,0,"Hornbach, Christina M.",01/12-05/07,16
"COMPLETED","Keyboard Skills II for Piano","MUS","398","01","10835",1,"","M"," ","W"," "," "," "," ","1400-1450","NYKERK 102",12,3,9,0,"Clark, Adam L.",01/12-05/07,16
"COMPLETED","Keyboard Skills II for Organ","MUS","398","02","10836",1,""," ","T"," ","R"," "," "," ","1200-1250","NYKERK 113",12,1,11,0,"Lewis, Huw R.",01/12-05/07,16
"PERMISSION","Independent Study","MUS","490","01","10854","  1-4","","TBA","","","","","","","","TBA",10,0,10,0,"Coyle, Brian R.",01/12-05/07,16
"PERMISSION","Independent Study","MUS","490","02","11557","  1-4","","TBA","","","","","","","","TBA",10,1,9,0,"Richmond, Brad W.",01/12-05/07,16
"CLOSED","Independent Study","MUS","490","04","10867","  1-4","","TBA","","","","","","","","TBA",1,1,0,0,"Randel, Julia",01/12-05/07,16
"CLOSED","Recording Arts Lab","MUS","490","05","11259","  1-4","","TBA","","","","","","","","TBA",3,3,0,0,"Banner, Joshua",01/12-05/07,16
"CLOSED","Independent Study","MUS","490","06","11274","  1-4","","TBA","","","","","","","","TBA",1,1,0,0,"Hodson, Robert D.",01/12-05/07,16
"CLOSED","Independent Study","MUS","490","07","11588","  1-4","","TBA","","","","","","","","TBA",2,2,0,0,"Le, Andrew C.",01/12-05/07,16
"CLOSED","Music Internship","MUS","499","01","11583","  1-4","","TBA","","","","","","","","TBA",1,1,0,0,"Coyle, Brian R.",01/12-05/07,16
