"Hope College Schedule of Classes"
""
"HOPE COURSE SCHEDULE"
"These are the search criteria you submitted :"
"Term: Spring 2011"
"Subj:   MUS "
"Crse Numb: %"
"Days: Any"
"Time: 0000-2359"
"Status: ANY"
"Attribute: ANY"
""
"SPRING 2011 (201101)"
"Status","Title","Subject","Course Number","Section Number","CRN","Cred","Attr","Meeting Days/Times","","","","","","","","Location","Capacity","Actual","Remainder","WaitList","Instructor","Date","Weeks"
"CLOSED","Theory II","MUS","112","01","10032",4,"","M"," ","W"," ","F"," "," ","1100-1150","NYKERK 101",15,17,-2,0,"Hodson, Robert D.",01/11-04/29,16
"COMPLETED","Theory II","MUS","112","02","10033",4,"","M"," ","W"," ","F"," "," ","1200-1250","NYKERK 101",15,13,2,0,"Hodson, Robert D.",01/11-04/29,16
"COMPLETED","Aural Skills II","MUS","114","01","10034",1,"","M"," ","W"," ","F"," "," ","0830-0920","NYKERK 101",15,11,4,0,"Sooy, Julie A.",01/11-04/29,16
"COMPLETED","Aural Skills II","MUS","114","02","10035",1,"","M"," ","W"," ","F"," "," ","1100-1150","NYKERK 102",15,7,8,0,"Sooy, Julie A.",01/11-04/29,16
"COMPLETED","Aural Skills II","MUS","114","03","10892",1,"","M"," ","W"," ","F"," "," ","1200-1250","NYKERK 116",15,12,3,0,"Wolfe, Jennifer A.",01/11-04/29,16
"COMPLETED","Chapel Choir","MUS","115","01","10036",1,FA2,"M","T","W","R"," "," "," ","1630-1735","NYKERK 124",70,17,53,0,"Richmond, Brad W.",01/11-04/29,16
"COMPLETED","Chapel Choir","MUS","115","011","10807",0,"","M","T","W","R"," "," "," ","1630-1735","NYKERK 124",70,28,42,0,"Richmond, Brad W.",01/11-04/29,16
"COMPLETED","College Chorus","MUS","116","01","10037",1,FA2," ","T"," "," "," "," "," ","1930-2050","NYKERK 124",100,16,84,0,"Richmond, Brad W.",01/11-04/29,16
"COMPLETED","College Chorus","MUS","116","011","10808",0,""," ","T"," "," "," "," "," ","1930-2050","NYKERK 124",100,15,85,0,"Richmond, Brad W.",01/11-04/29,16
"COMPLETED","Women's Chorus","MUS","117","01","11340",.5,""," ","T"," ","R"," "," "," ","1200-1250","CHAPEL AUD",30,4,26,0,"Wolfe, Jennifer A.",01/11-04/29,16
"COMPLETED","Women's Chorus","MUS","117","011","10809",0,""," ","T"," ","R"," "," "," ","1200-1250","CHAPEL AUD",30,12,18,0,"Wolfe, Jennifer A.",01/11-04/29,16
"COMPLETED","Orchestra","MUS","120","01","10038",1,FA2,"M"," ","W"," "," "," "," ","1500-1550","NYKERK 116",65,20,45,0,"Piippo, Richard G.",01/11-04/29,16
"","","","","","",,"FA2"," ","T"," ","R"," "," "," ","1700-1810","NYKERK 116","","","","","",""
"COMPLETED","Orchestra","MUS","120","011","10734",0,"","M"," ","W"," "," "," "," ","1500-1550","NYKERK 116",100,21,79,0,"Piippo, Richard G.",01/11-04/29,16
"","","","","","",,""," ","T"," ","R"," "," "," ","1700-1810","NYKERK 116","","","","","",""
"COMPLETED","Orchestra","MUS","120","02","10893",1,FA2," ","T"," ","R"," "," "," ","1700-1810","NYKERK 116",70,5,65,0,"Piippo, Richard G.",01/11-04/29,16
"COMPLETED","Orchestra","MUS","120","021","10894",0,FA2," ","T"," ","R"," "," "," ","1700-1810","NYKERK 116",70,11,59,0,"Piippo, Richard G.",01/11-04/29,16
"COMPLETED","Wind Ensemble","MUS","130","01","10039",1,FA2,"M"," ","W"," "," "," "," ","1700-1810","NYKERK 116",60,17,43,0,"Southard, Robert G.",01/11-04/29,16
"","","","","","",,"FA2"," "," "," "," ","F"," "," ","1300-1430","NYKERK 116","","","","","",""
"COMPLETED","Wind Ensemble","MUS","130","011","10810",0,"","M"," ","W"," "," "," "," ","1700-1810","NYKERK 116",50,18,32,0,"Southard, Robert G.",01/11-04/29,16
"","","","","","",,""," "," "," "," ","F"," "," ","1300-1430","NYKERK 116","","","","","",""
"COMPLETED","Concert Band","MUS","133","01","10040",1,FA2," "," "," ","R"," "," "," ","1900-2030","NYKERK 116",30,4,26,0,"Southard, Robert G.",01/11-04/29,16
"COMPLETED","Concert Band","MUS","133","011","10811",0,""," "," "," ","R"," "," "," ","1900-2030","NYKERK 116",30,16,14,0,"Southard, Robert G.",01/11-04/29,16
"COMPLETED","Jazz Arts Collective","MUS","135","01","10041",1,FA2," ","T"," ","R"," "," "," ","1200-1320","NYKERK 116",12,5,7,0,"Coyle, Brian R.",01/11-04/29,16
"COMPLETED","Jazz Arts Collective","MUS","135","011","10812",0,""," ","T"," ","R"," "," "," ","1200-1320","NYKERK 116",12,7,5,0,"Coyle, Brian R.",01/11-04/29,16
"CANCELLED","Collegium Musicum - Instrument","MUS","141","01X","11527",.5,FA2,"TBA","","","","","","","","TBA",10,0,10,0,"Staff",01/11-04/29,16
"CANCELLED","Collegium Musicum - Instrument","MUS","141","11X","11528",0,"","TBA","","","","","","","","TBA",10,0,10,0,"Staff",01/11-04/29,16
"CLOSED","Jazz Chamber Ensemble I","MUS","160","01","10042",.5,FA2,"TBA","","","","","","","","TBA",4,4,0,0,"Coyle, Brian R.",01/11-04/29,16
"COMPLETED","Jazz Chamber Ensemble I","MUS","160","011","10813",0,"","TBA","","","","","","","","TBA",4,2,2,0,"Coyle, Brian R.",01/11-04/29,16
"COMPLETED","Jazz Chamber Ensemble II","MUS","160","02","10043",.5,FA2,"TBA","","","","","","","","TBA",4,2,2,0,"Hodson, Robert D.",01/11-04/29,16
"COMPLETED","Jazz Chamber Ensemble II","MUS","160","021","10814",0,"","TBA","","","","","","","","TBA",4,2,2,0,"Hodson, Robert D.",01/11-04/29,16
"COMPLETED","Jazz Chamber Ensemble III","MUS","160","03","10044",.5,FA2,"TBA","","","","","","","","TBA",4,3,1,0,"Talaga, Stephen C.",01/11-04/29,16
"COMPLETED","Jazz Chamber Ensemble III","MUS","160","031","10815",0,"","TBA","","","","","","","","TBA",4,1,3,0,"Talaga, Stephen C.",01/11-04/29,16
"COMPLETED","Jazz Chamber Ensemble IV","MUS","160","04","10047",.5,FA2,"TBA","","","","","","","","TBA",4,1,3,0,"Van Lente, Michael J.",01/11-04/29,16
"CLOSED","Jazz Chamber Ensemble IV","MUS","160","041","10816",0,"","TBA","","","","","","","","TBA",4,4,0,0,"Van Lente, Michael J.",01/11-04/29,16
"COMPLETED","Jazz Chamber Ensemble V","MUS","160","05","10941",.5,FA2,"TBA","","","","","","","","TBA",4,2,2,0,"Lockwood, Thomas E.",01/11-04/29,16
"COMPLETED","Jazz Chamber Ensemble V","MUS","160","051","10942",0,"","TBA","","","","","","","","TBA",4,3,1,0,"Lockwood, Thomas E.",01/11-04/29,16
"COMPLETED","Jazz Education Ensemble","MUS","160","06","11525",.5,FA2,"TBA","","","","","","","","TBA",10,2,8,0,"Coyle, Brian R.",01/11-04/29,16
"COMPLETED","Jazz Education Ensemble","MUS","160","061","11526",0,"","TBA","","","","","","","","TBA",10,5,5,0,"Coyle, Brian R.",01/11-04/29,16
"COMPLETED","Flute Choir","MUS","160","07","10045",.5,FA2," ","T"," "," "," "," "," ","1100-1150","NYKERK 116",12,5,7,0,"Sooy, Julie A.",01/11-04/29,16
"COMPLETED","Flute Choir","MUS","160","071","10817",0,""," ","T"," "," "," "," "," ","1100-1150","NYKERK 116",12,5,7,0,"Sooy, Julie A.",01/11-04/29,16
"CANCELLED","Percussion Ensemble","MUS","160","081","10818",0,"","TBA","","","","","","","","TBA",6,0,6,0,"Staff",01/11-04/29,16
"CANCELLED","Percussion Ensemble","MUS","160","08X","10046",.5,FA2,"TBA","","","","","","","","TBA",6,0,6,0,"Staff",01/11-04/29,16
"COMPLETED","Chamber Music","MUS","160","09","10048",.5,FA2,"TBA","","","","","","","","TBA",6,0,6,0,"Piippo, Richard G.",01/11-04/29,16
"CLOSED","Chamber Music","MUS","160","091","10819",0,"","TBA","","","","","","","","TBA",6,6,0,0,"Piippo, Richard G.",01/11-04/29,16
"COMPLETED","Chamber Music","MUS","160","10","10578",.5,FA2,"TBA","","","","","","","","TBA",6,1,5,0,"Craioveanu, Mihai D.",01/11-04/29,16
"COMPLETED","Chamber Music","MUS","160","101","10820",0,"","TBA","","","","","","","","TBA",6,4,2,0,"Craioveanu, Mihai D.",01/11-04/29,16
"COMPLETED","Chamber Music","MUS","160","11","10943",.5,FA2,"TBA","","","","","","","","TBA",6,2,4,0,"Le, Andrew C.",01/11-04/29,16
"COMPLETED","Chamber Music","MUS","160","111","10944",0,"","TBA","","","","","","","","TBA",6,5,1,0,"Le, Andrew C.",01/11-04/29,16
"COMPLETED","Brass Chamber Music","MUS","160","12","10672",.5,FA2,"TBA","","","","","","","","TBA",6,1,5,0,"Puccini, Dorival",01/11-04/29,16
"COMPLETED","Brass Chamber Music","MUS","160","121","10823",0,"","TBA","","","","","","","","TBA",6,4,2,0,"Puccini, Dorival",01/11-04/29,16
"COMPLETED","12th Street Harmony","MUS","160","13","10552",.5,FA2,"TBA","","","","","","","","TBA",10,3,7,0,"Richmond, Brad W.",01/11-04/29,16
"COMPLETED","12th Street Harmony","MUS","160","131","10822",0,"","TBA","","","","","","","","TBA",10,5,5,0,"Richmond, Brad W.",01/11-04/29,16
"COMPLETED","Luminescence","MUS","160","14","10945",.5,FA2,"TBA","","","","","","","","TBA",10,1,9,0,"Richmond, Brad W.",01/11-04/29,16
"COMPLETED","Luminescence","MUS","160","141","10946",0,"","TBA","","","","","","","","TBA",10,3,7,0,"Richmond, Brad W.",01/11-04/29,16
"COMPLETED","Saxophone Quartet","MUS","160","15","11164",.5,FA2,"TBA","","","","","","","","TBA",4,1,3,0,"Schekman, Joel W.",01/11-04/29,16
"COMPLETED","Saxophone Quartet","MUS","160","151","11165",0,"","TBA","","","","","","","","TBA",4,3,1,0,"Schekman, Joel W.",01/11-04/29,16
"COMPLETED","Piano Ensemble","MUS","160","16","11166",.5,FA2,"TBA","","","","","","","","TBA",4,0,4,0,"Clark, Adam L.",01/11-04/29,16
"CLOSED","Piano Ensemble","MUS","160","161","11167",0,"","TBA","","","","","","","","TBA",4,4,0,0,"Clark, Adam L.",01/11-04/29,16
"COMPLETED","Woodwind Quintet","MUS","160","17","11168",.5,FA2," ","T"," ","R"," "," "," ","-","NYKERK ",5,0,5,0,"Southard, Robert G.",01/11-04/29,16
"CLOSED","Woodwind Quintet","MUS","160","171","11169",0,""," ","T"," ","R"," "," "," ","-","NYKERK ",5,5,0,0,"Southard, Robert G.",01/11-04/29,16
"COMPLETED","Flute","MUS","161","01","10049",2,FA2,"TBA","","","","","","","","TBA",12,2,10,0,"Sooy, Julie A.",01/11-04/29,16
"COMPLETED","Flute","MUS","161","011","11255",2,"","TBA","","","","","","","","TBA",5,0,5,0,"Sooy, Julie A.",01/11-04/29,16
"COMPLETED","Flute","MUS","161","02","10050",3,"","TBA","","","","","","","","TBA",8,2,6,0,"Sooy, Julie A.",01/11-04/29,16
"COMPLETED","Oboe","MUS","162","01","10051",2,FA2,"TBA","","","","","","","","TBA",12,0,12,0,"Southard, Sarah",01/11-04/29,16
"COMPLETED","Oboe","MUS","162","011","11635",2,"","TBA","","","","","","","","TBA",5,1,4,0,"Southard, Sarah",01/11-04/29,16
"COMPLETED","Oboe","MUS","162","02","10052",3,"","TBA","","","","","","","","TBA",4,2,2,0,"Southard, Sarah",01/11-04/29,16
"COMPLETED","Clarinet","MUS","163","01","10053",2,FA2,"TBA","","","","","","","","TBA",12,2,10,0,"Schekman, Joel W.",01/11-04/29,16
"COMPLETED","Clarinet","MUS","163","02","10054",3,"","TBA","","","","","","","","TBA",4,1,3,0,"Schekman, Joel W.",01/11-04/29,16
"COMPLETED","Saxophone","MUS","164","01","10055",2,FA2,"TBA","","","","","","","","TBA",12,3,9,0,"Lockwood, Thomas E.",01/11-04/29,16
"COMPLETED","Saxophone","MUS","164","011","10824",2,"","TBA","","","","","","","","TBA",5,0,5,0,"Lockwood, Thomas E.",01/11-04/29,16
"COMPLETED","Saxophone","MUS","164","02","10056",3,"","TBA","","","","","","","","TBA",8,0,8,0,"Lockwood, Thomas E.",01/11-04/29,16
"COMPLETED","Jazz Saxophone","MUS","164","03","10057",2,FA2,"TBA","","","","","","","","TBA",12,6,6,0,"Lockwood, Thomas E.",01/11-04/29,16
"COMPLETED","Jazz Saxophone","MUS","164","04","10569",3,"","TBA","","","","","","","","TBA",12,0,12,0,"Lockwood, Thomas E.",01/11-04/29,16
"COMPLETED","Bassoon","MUS","165","01","10058",2,FA2,"TBA","","","","","","","","TBA",12,1,11,0,"Clapp, John G.",01/11-04/29,16
"COMPLETED","Bassoon","MUS","165","02","10059",3,"","TBA","","","","","","","","TBA",4,1,3,0,"Clapp, John G.",01/11-04/29,16
"COMPLETED","Horn","MUS","166","01","10060",2,FA2,"TBA","","","","","","","","TBA",12,2,10,0,"Peterson, Erich M.",01/11-04/29,16
"COMPLETED","Horn","MUS","166","02","10061",3,"","TBA","","","","","","","","TBA",4,1,3,0,"Peterson, Erich M.",01/11-04/29,16
"COMPLETED","Trumpet","MUS","167","01","10062",2,FA2,"TBA","","","","","","","","TBA",12,3,9,0,"Puccini, Dorival",01/11-04/29,16
"COMPLETED","Trumpet","MUS","167","011","10965",2,"","TBA","","","","","","","","TBA",10,1,9,0,"Puccini, Dorival",01/11-04/29,16
"COMPLETED","Trumpet","MUS","167","02","10063",3,"","TBA","","","","","","","","TBA",4,1,3,0,"Puccini, Dorival",01/11-04/29,16
"COMPLETED","Jazz Trumpet","MUS","167","03","10064",2,FA2,"TBA","","","","","","","","TBA",12,0,12,0,"Coyle, Brian R.",01/11-04/29,16
"COMPLETED","Jazz Trumpet","MUS","167","04","10570",3,"","TBA","","","","","","","","TBA",12,0,12,0,"Coyle, Brian R.",01/11-04/29,16
"COMPLETED","Trombone","MUS","168","01","10065",2,FA2,"TBA","","","","","","","","TBA",12,1,11,0,"Spencer, Daniel T.",01/11-04/29,16
"COMPLETED","Trombone","MUS","168","02","10066",3,"","TBA","","","","","","","","TBA",4,0,4,0,"Spencer, Daniel T.",01/11-04/29,16
"COMPLETED","Jazz Trombone","MUS","168","03","10067",2,FA2,"TBA","","","","","","","","TBA",12,2,10,0,"Wesselink, Paul J.",01/11-04/29,16
"COMPLETED","Jazz Trombone","MUS","168","04","10571",3,"","TBA","","","","","","","","TBA",12,0,12,0,"Wesselink, Paul J.",01/11-04/29,16
"COMPLETED","Baritone/Euphonium","MUS","169","01","10068",2,FA2,"TBA","","","","","","","","TBA",12,0,12,0,"Spencer, Daniel T.",01/11-04/29,16
"COMPLETED","Baritone/Euphonium","MUS","169","02","10069",3,"","TBA","","","","","","","","TBA",4,0,4,0,"Spencer, Daniel T.",01/11-04/29,16
"COMPLETED","Tuba","MUS","170","01","10070",2,FA2,"TBA","","","","","","","","TBA",12,0,12,0,"Spencer, Daniel T.",01/11-04/29,16
"COMPLETED","Tuba","MUS","170","02","10071",3,"","TBA","","","","","","","","TBA",4,0,4,0,"Spencer, Daniel T.",01/11-04/29,16
"COMPLETED","Percussion","MUS","171","01","10072",2,FA2,"TBA","","","","","","","","TBA",12,4,8,0,"Secor, Gregory",01/11-04/29,16
"COMPLETED","Percussion","MUS","171","02","10073",3,"","TBA","","","","","","","","TBA",4,0,4,0,"Secor, Gregory",01/11-04/29,16
"COMPLETED","Jazz Percussion","MUS","171","03","10074",2,FA2,"TBA","","","","","","","","TBA",12,11,1,0,"Van Lente, Michael J.",01/11-04/29,16
"COMPLETED","Jazz Percussion","MUS","171","04","10572",3,"","TBA","","","","","","","","TBA",12,0,12,0,"Van Lente, Michael J.",01/11-04/29,16
"COMPLETED","Harp","MUS","172","01","11174",2,FA2,"TBA","","","","","","","","TBA",8,5,3,0,"Waldvogel-Warren, Martha",01/11-04/29,16
"COMPLETED","Harp","MUS","172","02","11175",3,"","TBA","","","","","","","","TBA",2,0,2,0,"Waldvogel-Warren, Martha",01/11-04/29,16
"COMPLETED","Violin","MUS","173","01","10075",2,FA2,"TBA","","","","","","","","TBA",12,7,5,0,"Craioveanu, Mihai D.",01/11-04/29,16
"COMPLETED","Violin","MUS","173","011","10821",2,"","TBA","","","","","","","","TBA",5,2,3,0,"Craioveanu, Mihai D.",01/11-04/29,16
"CLOSED","Violin","MUS","173","02","10454",3,"","TBA","","","","","","","","TBA",10,12,-2,0,"Craioveanu, Mihai D.",01/11-04/29,16
"COMPLETED","Viola","MUS","174","01","10076",2,FA2,"TBA","","","","","","","","TBA",12,2,10,0,"Corbato, Barbara",01/11-04/29,16
"COMPLETED","Viola","MUS","174","011","10850",2,"","TBA","","","","","","","","TBA",5,0,5,0,"Corbato, Barbara",01/11-04/29,16
"COMPLETED","Viola","MUS","174","02","10455",3,"","TBA","","","","","","","","TBA",6,2,4,0,"Corbato, Barbara",01/11-04/29,16
"COMPLETED","Cello","MUS","175","01","10077",2,FA2,"TBA","","","","","","","","TBA",12,5,7,0,"Piippo, Richard G.",01/11-04/29,16
"COMPLETED","Cello","MUS","175","011","10825",2,"","TBA","","","","","","","","TBA",5,0,5,0,"Piippo, Richard G.",01/11-04/29,16
"COMPLETED","Cello","MUS","175","02","10078",3,"","TBA","","","","","","","","TBA",6,3,3,0,"Piippo, Richard G.",01/11-04/29,16
"COMPLETED","String Bass","MUS","176","01","10947",2,FA2,"TBA","","","","","","","","TBA",12,2,10,0,"Straus, Melissa M.",01/11-04/29,16
"COMPLETED","String Bass","MUS","176","02","10948",3,"","TBA","","","","","","","","TBA",5,2,3,0,"Straus, Melissa M.",01/11-04/29,16
"COMPLETED","Jazz Bass","MUS","176","03","10079",2,FA2,"TBA","","","","","","","","TBA",12,2,10,0,"Hoats, Charles D.",01/11-04/29,16
"COMPLETED","Jazz Bass","MUS","176","04","10080",3,"","TBA","","","","","","","","TBA",4,3,1,0,"Hoats, Charles D.",01/11-04/29,16
"COMPLETED","Organ","MUS","177","01","10081",2,FA2,"TBA","","","","","","","","TBA",12,3,9,0,"Crowell, Gregory F.",01/11-04/29,16
"COMPLETED","Organ","MUS","177","011","10826",2,"","TBA","","","","","","","","TBA",5,2,3,0,"Crowell, Gregory F.",01/11-04/29,16
"COMPLETED","Organ","MUS","177","02","10082",3,"","TBA","","","","","","","","TBA",6,3,3,0,"Crowell, Gregory F.",01/11-04/29,16
"PERMISSION","Piano","MUS","179","01","10083",2,FA2,"TBA","","","","","","","","TBA",16,3,13,0,"Aschbrenner, Charles",01/11-04/29,16
"PERMISSION","Piano","MUS","179","02","10084",3,"","TBA","","","","","","","","TBA",6,1,5,0,"Aschbrenner, Charles",01/11-04/29,16
"PERMISSION","Piano","MUS","179","03","10085",2,FA2,"TBA","","","","","","","","TBA",16,5,11,0,"Le, Andrew C.",01/11-04/29,16
"COMPLETED","Piano","MUS","179","031","10827",2,"","TBA","","","","","","","","TBA",5,1,4,0,"Le, Andrew C.",01/11-04/29,16
"CLOSED","Piano","MUS","179","04","10086",3,"","TBA","","","","","","","","TBA",8,10,-2,0,"Le, Andrew C.",01/11-04/29,16
"PERMISSION","Piano","MUS","179","05","10864",2,FA2,"TBA","","","","","","","","TBA",12,10,2,0,"Clark, Adam L.",01/11-04/29,16
"COMPLETED","Piano","MUS","179","051","10995",2,"","TBA","","","","","","","","TBA",10,3,7,0,"Clark, Adam L.",01/11-04/29,16
"COMPLETED","Piano","MUS","179","06","10805",3,"","TBA","","","","","","","","TBA",12,2,10,0,"Clark, Adam L.",01/11-04/29,16
"CANCELLED","Piano","MUS","179","07X","11170",2,FA2,"TBA","","","","","","","","TBA",8,0,8,0,"Staff",01/11-04/29,16
"COMPLETED","Piano - Pending Audition","MUS","179","51","10087","  2/3","","TBA","","","","","","","","TBA",50,0,50,0,"Le, Andrew C.",01/11-04/29,16
"CLOSED","Jazz Piano","MUS","179J","07","10859",2,FA2,"TBA","","","","","","","","TBA",12,12,0,0,"Talaga, Stephen C.",01/11-04/29,16
"COMPLETED","Jazz Piano","MUS","179J","08","10860",3,"","TBA","","","","","","","","TBA",12,2,10,0,"Talaga, Stephen C.",01/11-04/29,16
"COMPLETED","Guitar","MUS","180","01","10088",2,FA2,"TBA","","","","","","","","TBA",20,19,1,0,"Martin, David J.",01/11-04/29,16
"PERMISSION","Guitar","MUS","180","02","10460",3,"","TBA","","","","","","","","TBA",10,1,9,0,"Martin, David J.",01/11-04/29,16
"CLOSED","Guitar","MUS","180","03","11451",2,FA2,"TBA","","","","","","","","TBA",20,25,-5,0,"Hyde, Michael R.",01/11-04/29,16
"COMPLETED","Jazz Guitar","MUS","180","04","10089",2,FA2,"TBA","","","","","","","","TBA",20,8,12,0,"Hyde, Michael R.",01/11-04/29,16
"COMPLETED","Jazz Guitar","MUS","180","05","10573",3,"","TBA","","","","","","","","TBA",12,2,10,0,"Hyde, Michael R.",01/11-04/29,16
"PERMISSION","Voice","MUS","181","01","10090",2,FA2,"TBA","","","","","","","","TBA",20,10,10,0,"Kim, JungWoo",01/11-04/29,16
"COMPLETED","Voice","MUS","181","011","10828",2,"","TBA","","","","","","","","TBA",5,3,2,0,"Kim, JungWoo",01/11-04/29,16
"PERMISSION","Voice","MUS","181","02","10091",3,"","TBA","","","","","","","","TBA",10,2,8,0,"Kim, JungWoo",01/11-04/29,16
"PERMISSION","Voice","MUS","181","03","10092",2,FA2,"TBA","","","","","","","","TBA",20,13,7,0,"Dykstra, Linda L.",01/11-04/29,16
"CLOSED","Voice","MUS","181","031","10829",2,FA2,"TBA","","","","","","","","TBA",5,5,0,0,"Dykstra, Linda L.",01/11-04/29,16
"PERMISSION","Voice","MUS","181","04","10093",3,"","TBA","","","","","","","","TBA",10,7,3,0,"Dykstra, Linda L.",01/11-04/29,16
"PERMISSION","Voice","MUS","181","05","10094",2,FA2,"TBA","","","","","","","","TBA",20,3,17,0,"Richmond, Brad W.",01/11-04/29,16
"COMPLETED","Voice","MUS","181","051","10830",2,FA2,"TBA","","","","","","","","TBA",5,2,3,0,"Richmond, Brad W.",01/11-04/29,16
"PERMISSION","Voice","MUS","181","06","10095",3,"","TBA","","","","","","","","TBA",10,0,10,0,"Richmond, Brad W.",01/11-04/29,16
"PERMISSION","Voice","MUS","181","07","10096",2,FA2,"TBA","","","","","","","","TBA",20,8,12,0,"Pilon, Sherri L.",01/11-04/29,16
"COMPLETED","Voice","MUS","181","071","10840",2,FA2,"TBA","","","","","","","","TBA",5,0,5,0,"Pilon, Sherri L.",01/11-04/29,16
"PERMISSION","Voice","MUS","181","08","10097",3,"","TBA","","","","","","","","TBA",5,0,5,0,"Pilon, Sherri L.",01/11-04/29,16
"PERMISSION","Voice","MUS","181","09","10098",2,FA2,"TBA","","","","","","","","TBA",12,2,10,0,"Sharp, Stuart W.",01/11-04/29,16
"COMPLETED","Voice","MUS","181","091","11278",2,FA2,"TBA","","","","","","","","TBA",5,3,2,0,"Sharp, Stuart W.",01/11-04/29,16
"PERMISSION","Voice","MUS","181","10","10099",3,"","TBA","","","","","","","","TBA",5,0,5,0,"Sharp, Stuart W.",01/11-04/29,16
"PERMISSION","Voice","MUS","181","11","11171",2,FA2,"TBA","","","","","","","","TBA",12,0,12,0,"Cosgrove, Julia C.",01/11-04/29,16
"COMPLETED","Voice","MUS","181","111","11452",2,FA2,"TBA","","","","","","","","TBA",10,0,10,0,"Cosgrove, Julia C.",01/11-04/29,16
"PERMISSION","Voice","MUS","181","12","11453",3,"","TBA","","","","","","","","TBA",20,0,20,0,"Cosgrove, Julia C.",01/11-04/29,16
"COMPLETED","Voice - Pending Audition","MUS","181","51","10100","  2/3","","TBA","","","","","","","","TBA",50,0,50,0,"Dykstra, Linda L.",01/11-04/29,16
"CLOSED","Jazz Voice","MUS","182","01","10996",2,FA2,"TBA","","","","","","","","TBA",12,15,-3,0,"Hyde, Edith E.",01/11-04/29,16
"CLOSED","Classical Guitar Class, Begin","MUS","186","01","11299",2,FA2,"M"," ","W"," "," "," "," ","1600-1650","NYKERK 101",14,14,0,0,"Malfroid, Larry",01/11-04/29,16
"CLOSED","Folk Style Guitar Methods","MUS","187","01","11390",2,FA2,"M"," ","W"," "," "," "," ","1700-1750","NYKERK 101",14,17,-3,0,"Malfroid, Larry",01/11-04/29,16
"PERMISSION","Applied Composition","MUS","188","01","10101",2,FA2,"TBA","","","","","","","","TBA",12,3,9,0,"Talaga, Stephen C.",01/11-04/29,16
"PERMISSION","Applied Composition","MUS","188","02","10102",3,FA2,"TBA","","","","","","","","TBA",12,0,12,0,"Talaga, Stephen C.",01/11-04/29,16
"PERMISSION","Applied Computer Music","MUS","189","01","10103",2,FA2,"TBA","","","","","","","","TBA",12,6,6,0,"Erskine, John K.",01/11-04/29,16
"PERMISSION","Applied Computer Music","MUS","189","02","10104",3,FA2,"TBA","","","","","","","","TBA",12,2,10,0,"Erskine, John K.",01/11-04/29,16
"COMPLETED","Piano Class, Beginning","MUS","190","01","11300",2,FA2," ","T"," ","R"," "," "," ","0930-1020","NYKERK 102",14,10,4,0,"Kolean, Lora L.",01/11-04/29,16
"CLOSED","Piano Class, Beginning","MUS","190","02","11301",2,FA2," ","T"," ","R"," "," "," ","1030-1120","NYKERK 102",14,14,0,0,"Kolean, Lora L.",01/11-04/29,16
